Date,open,high,low,adjclose,volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.19427240420343803,0.19427240420343803,0.19093094766139984,0.19093094766139984,352350,0.0,0.0
1962-01-03 00:00:00-05:00,0.19379486105793411,0.19761350421200347,0.19379486105793411,0.19474945962429047,710775,0.0,0.0
1962-01-04 00:00:00-05:00,0.19474955067981908,0.19809078549573603,0.19284035265445712,0.1928403526544571,911250,0.0,0.0
1962-01-05 00:00:00-05:00,0.19284024508231673,0.1937948435624937,0.1837709511262275,0.18902160227298737,880875,0.0,0.0
1962-01-08 00:00:00-05:00,0.1890216827388042,0.19236290328607936,0.1866350610780752,0.1894988715648651,473850,0.0,0.0
1962-01-09 00:00:00-05:00,0.18949880546858192,0.19427228218664974,0.18806701825537545,0.18997621536254883,577125,0.0,0.0
1962-01-10 00:00:00-05:00,0.18997621536254883,0.1933174485715692,0.18949880546858192,0.18997621536254883,352350,0.0,0.0
1962-01-11 00:00:00-05:00,0.19045378732447527,0.19618163199293714,0.19045378732447527,0.1918855756521225,692550,0.0,0.0
1962-01-12 00:00:00-05:00,0.1937948549827537,0.19856809655354543,0.1937948549827537,0.1971360743045807,972000,0.0,0.0
1962-01-15 00:00:00-05:00,0.1961813981644501,0.1961813981644501,0.1923627566406339,0.19331736862659454,625725,0.0,0.0
1962-01-16 00:00:00-05:00,0.19331759904144655,0.19427243339972794,0.1918855756521225,0.1918855756521225,376650,0.0,0.0
1962-01-17 00:00:00-05:00,0.19188553907756395,0.1961815945995241,0.19188553907756395,0.1923629492521286,674325,0.0,0.0
1962-01-18 00:00:00-05:00,0.1923627566406339,0.19522680000563045,0.1923627566406339,0.19331736862659454,710775,0.0,0.0
1962-01-19 00:00:00-05:00,0.1937949379914411,0.20238682627677915,0.1937949379914411,0.20238682627677917,1293975,0.0,0.0
1962-01-22 00:00:00-05:00,0.2023867721580101,0.20381879463743022,0.19952272719916989,0.20190934836864471,1148175,0.0,0.0
1962-01-23 00:00:00-05:00,0.2000002044691154,0.20238682627677915,0.19952278055208558,0.20238682627677917,923400,0.0,0.0
1962-01-24 00:00:00-05:00,0.20238687001703617,0.20334146916866302,0.19952282367335913,0.20334146916866302,1020600,0.0,0.0
1962-01-25 00:00:00-05:00,0.2033414396735215,0.20906951770284934,0.2033414396735215,0.20811468362808228,2897775,0.0,0.0
1962-01-26 00:00:00-05:00,0.20811469942646876,0.20954672249929668,0.20572807726801529,0.2071601003408432,1919700,0.0,0.0
1962-01-29 00:00:00-05:00,0.2071600846149222,0.20859210757904248,0.20525088658860202,0.20811468362808228,941625,0.0,0.0
1962-01-30 00:00:00-05:00,0.20811470114994116,0.2114561574833168,0.20716010205641025,0.2100241482257843,1749600,0.0,0.0
1962-01-31 00:00:00-05:00,0.2105012849144991,0.2147973533845853,0.2105012849144991,0.21431992948055267,3383775,0.0,0.0
1962-02-01 00:00:00-05:00,0.21431989820532285,0.2162293308269263,0.2081146328020985,0.20954665541648865,1968300,0.0,0.0
1962-02-02 00:00:00-05:00,0.20954673140365992,0.21145616471767426,0.20525091089141118,0.21145616471767426,1105650,0.0,0.0
1962-02-05 00:00:00-05:00,0.21290091302241593,0.21290091302241593,0.2090474771986136,0.20952925086021423,893025,0.00823,0.0
1962-02-06 00:00:00-05:00,0.20952925086021423,0.21001077336548063,0.20423074520794426,0.20952925086021423,801900,0.0,0.0
1962-02-07 00:00:00-05:00,0.20952925086021423,0.21338267273088687,0.20808418103174658,0.20952925086021423,844425,0.0,0.0
1962-02-08 00:00:00-05:00,0.21001079678535461,0.2133826965267866,0.21001079678535461,0.21001079678535461,656100,0.0,0.0
1962-02-09 00:00:00-05:00,0.21049266246575649,0.2138643264770508,0.21049266246575649,0.21386432647705078,680400,0.0,0.0
1962-02-12 00:00:00-05:00,0.2119377712193413,0.2119377712193413,0.20952940346988427,0.21049270033836365,510300,0.0,0.0
1962-02-13 00:00:00-05:00,0.21145598136988233,0.21482764573529847,0.21145598136988233,0.21193775534629822,656100,0.0,0.0
1962-02-14 00:00:00-05:00,0.21193770914614554,0.21434607619023002,0.2114559352747512,0.2133827656507492,540675,0.0,0.0
1962-02-15 00:00:00-05:00,0.2138642263911117,0.21675436628051079,0.2138642263911117,0.2148275226354599,917325,0.0,0.0
1962-02-16 00:00:00-05:00,0.21482762389216095,0.2157911577938842,0.21241925656795502,0.21241925656795502,510300,0.0,0.0
1962-02-19 00:00:00-05:00,0.21241911806124272,0.21434596135810366,0.21049252592069087,0.2114558219909668,619650,0.0,0.0
1962-02-20 00:00:00-05:00,0.21145599720684302,0.21434613896879828,0.21049270033836365,0.21049270033836365,479925,0.0,0.0
1962-02-21 00:00:00-05:00,0.2104925318718927,0.21145582796940368,0.20663909632553273,0.20808416604995728,400950,0.0,0.0
1962-02-23 00:00:00-05:00,0.20567585589836776,0.20567585589836776,0.19748722291544316,0.20134064555168152,1160325,0.0,0.0
1962-02-26 00:00:00-05:00,0.20134072594440236,0.20471264127920363,0.19893235850896396,0.20230427384376526,680400,0.0,0.0
1962-02-27 00:00:00-05:00,0.20230410003911434,0.2080841266871002,0.20085903058805074,0.20471246540546417,668250,0.0,0.0
1962-02-28 00:00:00-05:00,0.20471260728317667,0.2066392004489899,0.20471260728317667,0.20663920044898987,303750,0.0,0.0
1962-03-01 00:00:00-05:00,0.2066390764544058,0.20808414603986744,0.19989551606080952,0.20423071086406708,722925,0.0,0.0
1962-03-02 00:00:00-05:00,0.2042308673295222,0.20615746081527914,0.20085920315120534,0.20230427384376526,583200,0.0,0.0
1962-03-05 00:00:00-05:00,0.20182253420352936,0.20182253420352936,0.19893239232709092,0.20182253420352936,419175,0.0,0.0
1962-03-06 00:00:00-05:00,0.20134060793015807,0.20134060793015807,0.19459728352607192,0.19507881999015808,868725,0.0,0.0
1962-03-07 00:00:00-05:00,0.19507890013389945,0.19748726714711562,0.19459736347198486,0.19459736347198486,625725,0.0,0.0
1962-03-08 00:00:00-05:00,0.19459724935475178,0.20037727656561402,0.19459724935475178,0.19845068454742432,595350,0.0,0.0
1962-03-09 00:00:00-05:00,0.1984508136116618,0.20085918077884832,0.19700574308005858,0.19748727977275848,279450,0.0,0.0
1962-03-12 00:00:00-05:00,0.19796893434968113,0.19989554054857733,0.19796893434968113,0.1989322304725647,218700,0.0,0.0
1962-03-13 00:00:00-05:00,0.1989322069738252,0.1989322069738252,0.1965238413729415,0.19845068454742432,291600,0.0,0.0
1962-03-14 00:00:00-05:00,0.19845068454742432,0.20182234615740285,0.19748715133516373,0.19845068454742432,583200,0.0,0.0
1962-03-15 00:00:00-05:00,0.19845080487448474,0.20037739806082944,0.19556066393852234,0.19556066393852234,370575,0.0,0.0
1962-03-16 00:00:00-05:00,0.19556057970432175,0.1984507193954085,0.19459728352607192,0.19507881999015808,328050,0.0,0.0
1962-03-19 00:00:00-05:00,0.19507879507012854,0.19556055472275063,0.1912253596930429,0.19170711934566498,650025,0.0,0.0
1962-03-20 00:00:00-05:00,0.19170721410197958,0.1936338211177739,0.19122545421123507,0.19122545421123505,589275,0.0,0.0
1962-03-21 00:00:00-05:00,0.19122545421123507,0.19218898794585906,0.19122545421123507,0.19122545421123505,528525,0.0,0.0
1962-03-22 00:00:00-05:00,0.19122548171758136,0.1950789195536174,0.19122548171758136,0.19411560893058777,340200,0.0,0.0
1962-03-23 00:00:00-05:00,0.19411560893058774,0.19556067951365944,0.1936338489705457,0.19411560893058777,407025,0.0,0.0
1962-03-26 00:00:00-05:00,0.1941156143627143,0.19507892501270116,0.19363385438919067,0.19363385438919067,273375,0.0,0.0
1962-03-27 00:00:00-05:00,0.1936337501446147,0.1965238758825716,0.19315221368052854,0.19507881999015808,309825,0.0,0.0
1962-03-28 00:00:00-05:00,0.19507890401684932,0.1960424378133312,0.19507890401684932,0.19556066393852234,230850,0.0,0.0
1962-03-29 00:00:00-05:00,0.1960423227600027,0.19796891481566894,0.1960423227600027,0.19652384519577026,370575,0.0,0.0
1962-03-30 00:00:00-05:00,0.19652392683680617,0.19652392683680617,0.1931522637605667,0.1931522637605667,297675,0.0,0.0
1962-04-02 00:00:00-05:00,0.19315231766586474,0.19507892501270116,0.19122548706883064,0.19363385438919067,388800,0.0,0.0
1962-04-03 00:00:00-05:00,0.19267051116537592,0.19267051116537592,0.1854454109490464,0.1897806078195572,686475,0.0,0.0
1962-04-04 00:00:00-05:00,0.18978061439869387,0.18978061439869387,0.1844821208802716,0.1849636435508728,407025,0.0,0.0
1962-04-05 00:00:00-05:00,0.18496357981022887,0.18689042329788205,0.179665325320934,0.18689042329788208,601425,0.0,0.0
1962-04-06 00:00:00-05:00,0.18689057338757473,0.1888171672661196,0.18544550240039825,0.18544550240039825,334125,0.0,0.0
